	source	book	book_number	chapter	starting_verse	ending_verse	ten_commandments	hammurabi_law	hammurabi_epilogue	preamble	article	bill_of_rights	amendment	ethic
219	Mosaic	Leviticus	3	22	12		False	False	False	False	False	False	False	If the priest's daughter also be married unto a stranger, she may not eat of an offering of the holy things.
220	Mosaic	Leviticus	3	22	15		False	False	False	False	False	False	False	And they shall not profane the holy things of the children of Israel, which they offer unto the Lord;
221	Mosaic	Leviticus	3	22	20		False	False	False	False	False	False	False	But whatsoever hath a blemish, that shall ye not offer: for it shall not be acceptable for you.
222	Mosaic	Leviticus	3	22	21		False	False	False	False	False	False	False	And whosoever offereth a sacrifice of peace offerings unto the Lord to accomplish his vow, or a freewill offering in beeves or sheep, it shall be perfect to be accepted; there shall be no blemish therein.
223	Mosaic	Leviticus	3	22	22		False	False	False	False	False	False	False	Blind, or broken, or maimed, or having a wen, or scurvy, or scabbed, ye shall not offer these unto the Lord, nor make an offering by fire of them upon the altar unto the Lord.
224	Mosaic	Leviticus	3	22	24		False	False	False	False	False	False	False	Ye shall not offer unto the Lord that which is bruised, or crushed, or broken, or cut; neither shall ye make any offering thereof in your land.
225	Mosaic	Leviticus	3	22	25		False	False	False	False	False	False	False	Neither from a stranger's hand shall ye offer the bread of your God of any of these; because their corruption is in them, and blemishes be in them: they shall not be accepted for you.
226	Mosaic	Leviticus	3	22	27		False	False	False	False	False	False	False	When a bullock, or a sheep, or a goat, is brought forth, then it shall be seven days under the dam; and from the eighth day and thenceforth it shall be accepted for an offering made by fire unto the Lord.
227	Mosaic	Leviticus	3	22	28		False	False	False	False	False	False	False	And whether it be cow or ewe, ye shall not kill it and her young both in one day.
228	Mosaic	Leviticus	3	22	30		False	False	False	False	False	False	False	On the same day it shall be eaten up; ye shall leave none of it until the morrow: I am the Lord.
229	Mosaic	Leviticus	3	22	32		False	False	False	False	False	False	False	Neither shall ye profane my holy name; but I will be hallowed among the children of Israel: I am the Lord which hallow you,
230	Mosaic	Leviticus	3	23	8		False	False	False	False	False	False	False	But ye shall offer an offering made by fire unto the Lord seven days: in the seventh day is an holy convocation: ye shall do no servile work therein.
231	Mosaic	Leviticus	3	23	10		False	False	False	False	False	False	False	Speak unto the children of Israel, and say unto them, When ye be come into the land which I give unto you, and shall reap the harvest thereof, then ye shall bring a sheaf of the firstfruits of your harvest unto the priest:
232	Mosaic	Leviticus	3	23	14		False	False	False	False	False	False	False	And ye shall eat neither bread, nor parched corn, nor green ears, until the selfsame day that ye have brought an offering unto your God: it shall be a statute for ever throughout your generations in all your dwellings.
233	Mosaic	Leviticus	3	23	15		False	False	False	False	False	False	False	And ye shall count unto you from the morrow after the sabbath, from the day that ye brought the sheaf of the wave offering; seven sabbaths shall be complete:
234	Mosaic	Leviticus	3	23	18		False	False	False	False	False	False	False	And ye shall offer with the bread seven lambs without blemish of the first year, and one young bullock, and two rams: they shall be for a burnt offering unto the Lord, with their meat offering, and their drink offerings, even an offering made by fire, of sweet savour unto the Lord.
235	Mosaic	Leviticus	3	23	21		False	False	False	False	False	False	False	And ye shall proclaim on the selfsame day, that it may be an holy convocation unto you: ye shall do no servile work therein: it shall be a statute for ever in all your dwellings throughout your generations.
236	Mosaic	Leviticus	3	23	24		False	False	False	False	False	False	False	Speak unto the children of Israel, saying, In the seventh month, in the first day of the month, shall ye have a sabbath, a memorial of blowing of trumpets, an holy convocation.
237	Mosaic	Leviticus	3	23	25		False	False	False	False	False	False	False	Ye shall do no servile work therein: but ye shall offer an offering made by fire unto the Lord.
238	Mosaic	Leviticus	3	23	29		False	False	False	False	False	False	False	For whatsoever soul it be that shall not be afflicted in that same day, he shall be cut off from among his people.
239	Mosaic	Leviticus	3	23	31		False	False	False	False	False	False	False	Ye shall do no manner of work: it shall be a statute for ever throughout your generations in all your dwellings.
240	Mosaic	Leviticus	3	23	32		False	False	False	False	False	False	False	It shall be unto you a sabbath of rest, and ye shall afflict your souls: in the ninth day of the month at even, from even unto even, shall ye celebrate your sabbath.
241	Mosaic	Leviticus	3	23	35		False	False	False	False	False	False	False	On the first day shall be an holy convocation: ye shall do no servile work therein.
242	Mosaic	Leviticus	3	23	36		False	False	False	False	False	False	False	Seven days ye shall offer an offering made by fire unto the Lord: on the eighth day shall be an holy convocation unto you; and ye shall offer an offering made by fire unto the Lord: it is a solemn assembly; and ye shall do no servile work therein.
243	Mosaic	Leviticus	3	23	40		False	False	False	False	False	False	False	And ye shall take you on the first day the boughs of goodly trees, branches of palm trees, and the boughs of thick trees, and willows of the brook; and ye shall rejoice before the Lord your God seven days.
244	Mosaic	Leviticus	3	23	42		False	False	False	False	False	False	False	Ye shall dwell in booths seven days; all that are Israelites born shall dwell in booths:
245	Mosaic	Leviticus	3	25	4		False	False	False	False	False	False	False	But in the seventh year shall be a sabbath of rest unto the land, a sabbath for the Lord: thou shalt neither sow thy field, nor prune thy vineyard.
246	Mosaic	Leviticus	3	25	5		False	False	False	False	False	False	False	That which groweth of its own accord of thy harvest thou shalt not reap, neither gather the grapes of thy vine undressed: for it is a year of rest unto the land.
247	Mosaic	Leviticus	3	25	8		False	False	False	False	False	False	False	And thou shalt number seven sabbaths of years unto thee, seven times seven years; and the space of the seven sabbaths of years shall be unto thee forty and nine years.
248	Mosaic	Leviticus	3	25	9		False	False	False	False	False	False	False	Then shalt thou cause the trumpet of the jubile to sound on the tenth day of the seventh month, in the day of atonement shall ye make the trumpet sound throughout all your land.
249	Mosaic	Leviticus	3	25	10		False	False	False	False	False	False	False	And ye shall hallow the fiftieth year, and proclaim liberty throughout all the land unto all the inhabitants thereof: it shall be a jubile unto you; and ye shall return every man unto his possession, and ye shall return every man unto his family.
250	Mosaic	Leviticus	3	25	11		False	False	False	False	False	False	False	A jubile shall that fiftieth year be unto you: ye shall not sow, neither reap that which groweth of itself in it, nor gather the grapes in it of thy vine undressed.
251	Mosaic	Leviticus	3	25	14		False	False	False	False	False	False	False	And if thou sell ought unto thy neighbour, or buyest ought of thy neighbour's hand, ye shall not oppress one another:
252	Mosaic	Leviticus	3	25	17		False	False	False	False	False	False	False	Ye shall not therefore oppress one another; but thou shalt fear thy God: for I am the Lord your God.
253	Mosaic	Leviticus	3	25	23		False	False	False	False	False	False	False	The land shall not be sold for ever: for the land is mine; for ye are strangers and sojourners with me.
254	Mosaic	Leviticus	3	25	24		False	False	False	False	False	False	False	And in all the land of your possession ye shall grant a redemption for the land.
255	Mosaic	Leviticus	3	25	29		False	False	False	False	False	False	False	And if a man sell a dwelling house in a walled city, then he may redeem it within a whole year after it is sold; within a full year may he redeem it.
256	Mosaic	Leviticus	3	25	34		False	False	False	False	False	False	False	But the field of the suburbs of their cities may not be sold; for it is their perpetual possession.
257	Mosaic	Leviticus	3	25	37		False	False	False	False	False	False	False	Thou shalt not give him thy money upon usury, nor lend him thy victuals for increase.
258	Mosaic	Leviticus	3	25	39		False	False	False	False	False	False	False	And if thy brother that dwelleth by thee be waxen poor, and be sold unto thee; thou shalt not compel him to serve as a bondservant:
259	Mosaic	Leviticus	3	25	42		False	False	False	False	False	False	False	For they are my servants, which I brought forth out of the land of Egypt: they shall not be sold as bondmen.
260	Mosaic	Leviticus	3	25	43		False	False	False	False	False	False	False	Thou shalt not rule over him with rigour; but shalt fear thy God.
261	Mosaic	Leviticus	3	25	46		False	False	False	False	False	False	False	And ye shall take them as an inheritance for your children after you, to inherit them for a possession; they shall be your bondmen for ever: but over your brethren the children of Israel, ye shall not rule one over another with rigour.
262	Mosaic	Leviticus	3	25	53		False	False	False	False	False	False	False	And as a yearly hired servant shall he be with him: and the other shall not rule with rigour over him in thy sight.
263	Mosaic	Leviticus	3	26	1		False	False	False	False	False	False	False	Ye shall make you no idols nor graven image, neither rear you up a standing image, neither shall ye set up any image of stone in your land, to bow down unto it: for I am the Lord your God.
264	Mosaic	Leviticus	3	27	2		False	False	False	False	False	False	False	Speak unto the children of Israel, and say unto them, When a man shall make a singular vow, the persons shall be for the Lord by thy estimation.
265	Mosaic	Leviticus	3	27	10		False	False	False	False	False	False	False	He shall not alter it, nor change it, a good for a bad, or a bad for a good: and if he shall at all change beast for beast, then it and the exchange thereof shall be holy.
266	Mosaic	Leviticus	3	27	12	13	False	False	False	False	False	False	False	And the priest shall value it, whether it be good or bad: as thou valuest it, who art the priest, so shall it be. But if he will at all redeem it, then he shall add a fifth part thereof unto thy estimation.
267	Mosaic	Leviticus	3	27	14		False	False	False	False	False	False	False	And when a man shall sanctify his house to be holy unto the Lord, then the priest shall estimate it, whether it be good or bad: as the priest shall estimate it, so shall it stand.
268	Mosaic	Leviticus	3	27	16		False	False	False	False	False	False	False	And if a man shall sanctify unto the Lord some part of a field of his possession, then thy estimation shall be according to the seed thereof: an homer of barley seed shall be valued at fifty shekels of silver.
269	Mosaic	Leviticus	3	27	26		False	False	False	False	False	False	False	Only the firstling of the beasts, which should be the Lord'S firstling, no man shall sanctify it; whether it be ox, or sheep: it is the Lord'S.
270	Mosaic	Leviticus	3	27	28		False	False	False	False	False	False	False	Notwithstanding no devoted thing, that a man shall devote unto the Lord of all that he hath, both of man and beast, and of the field of his possession, shall be sold or redeemed: every devoted thing is most holy unto the Lord.
271	Mosaic	Leviticus	3	27	32		False	False	False	False	False	False	False	And concerning the tithe of the herd, or of the flock, even of whatsoever passeth under the rod, the tenth shall be holy unto the Lord.
272	Mosaic	Leviticus	3	27	33		False	False	False	False	False	False	False	He shall not search whether it be good or bad, neither shall he change it: and if he change it at all, then both it and the change thereof shall be holy; it shall not be redeemed.
273	Mosaic	Numbers	4	5	2		False	False	False	False	False	False	False	Command the children of Israel, that they put out of the camp every leper, and every one that hath an issue, and whosoever is defiled by the dead:
274	Mosaic	Numbers	4	5	3		False	False	False	False	False	False	False	Both male and female shall ye put out, without the camp shall ye put them; that they defile not their camps, in the midst whereof I dwell.
275	Mosaic	Numbers	4	5	7		False	False	False	False	False	False	False	Then they shall confess their sin which they have done: and he shall recompense his trespass with the principal thereof, and add unto it the fifth part thereof, and give it unto him against whom he hath trespassed.
276	Mosaic	Numbers	4	5	15		False	False	False	False	False	False	False	Then shall the man bring his wife unto the priest, and he shall bring her offering for her, the tenth part of an ephah of barley meal; he shall pour no oil upon it, nor put frankincense thereon; for it is an offering of jealousy, an offering of memorial, bringing iniquity to remembrance.
277	Mosaic	Numbers	4	5	30		False	False	False	False	False	False	False	Or when the spirit of jealousy cometh upon him, and he be jealous over his wife, and shall set the woman before the Lord, and the priest shall execute upon her all this law.
278	Mosaic	Numbers	4	6	3		False	False	False	False	False	False	False	He shall separate himself from wine and strong drink, and shall drink no vinegar of wine, or vinegar of strong drink, neither shall he drink any liquor of grapes, nor eat moist grapes, or dried.
279	Mosaic	Numbers	4	6	4		False	False	False	False	False	False	False	All the days of his separation shall he eat nothing that is made of the vine tree, from the kernels even to the husk.
280	Mosaic	Numbers	4	6	5		False	False	False	False	False	False	False	All the days of the vow of his separation there shall no razor come upon his head: until the days be fulfilled, in the which he separateth himself unto the Lord, he shall be holy, and shall let the locks of the hair of his head grow.
281	Mosaic	Numbers	4	6	6		False	False	False	False	False	False	False	All the days that he separateth himself unto the Lord he shall come at no dead body.
282	Mosaic	Numbers	4	6	7		False	False	False	False	False	False	False	He shall not make himself unclean for his father, or for his mother, for his brother, or for his sister, when they die: because the consecration of his God is upon his head.
283	Mosaic	Numbers	4	6	18		False	False	False	False	False	False	False	And the Nazarite shall shave the head of his separation at the door of the tabernacle of the congregation, and shall take the hair of the head of his separation, and put it in the fire which is under the sacrifice of the peace offerings.
284	Mosaic	Numbers	4	6	23		False	False	False	False	False	False	False	Speak unto Aaron and unto his sons, saying, On this wise ye shall bless the children of Israel, saying unto them,
285	Mosaic	Numbers	4	7	9		False	False	False	False	False	False	False	But unto the sons of Kohath he gave none: because the service of the sanctuary belonging unto them was that they should bear upon their shoulders.
286	Mosaic	Numbers	4	9	11		False	False	False	False	False	False	False	The fourteenth day of the second month at even they shall keep it, and eat it with unleavened bread and bitter herbs.
287	Mosaic	Numbers	4	9	12		False	False	False	False	False	False	False	They shall leave none of it unto the morning, nor break any bone of it: according to all the ordinances of the passover they shall keep it.
288	Mosaic	Numbers	4	10	9		False	False	False	False	False	False	False	And if ye go to war in your land against the enemy that oppresseth you, then ye shall blow an alarm with the trumpets; and ye shall be remembered before the Lord your God, and ye shall be saved from your enemies.
289	Mosaic	Numbers	4	15	20		False	False	False	False	False	False	False	Ye shall offer up a cake of the first of your dough for an heave offering: as ye do the heave offering of the threshingfloor, so shall ye heave it.
290	Mosaic	Numbers	4	15	38		False	False	False	False	False	False	False	Speak unto the children of Israel, and bid them that they make them fringes in the borders of their garments throughout their generations, and that they put upon the fringe of the borders a ribband of blue:
291	Mosaic	Numbers	4	15	39		False	False	False	False	False	False	False	And it shall be unto you for a fringe, that ye may look upon it, and remember all the commandments of the Lord, and do them; and that ye seek not after your own heart and your own eyes, after which ye use to go a whoring:
292	Mosaic	Numbers	4	18	3		False	False	False	False	False	False	False	And they shall keep thy charge, and the charge of all the tabernacle: only they shall not come nigh the vessels of the sanctuary and the altar, that neither they, nor ye also, die.
293	Mosaic	Numbers	4	18	4		False	False	False	False	False	False	False	And they shall be joined unto thee, and keep the charge of the tabernacle of the congregation, for all the service of the tabernacle: and a stranger shall not come nigh unto you.
294	Mosaic	Numbers	4	18	5		False	False	False	False	False	False	False	And ye shall keep the charge of the sanctuary, and the charge of the altar: that there be no wrath any more upon the children of Israel.
295	Mosaic	Numbers	4	18	15		False	False	False	False	False	False	False	Every thing that openeth the matrix in all flesh, which they bring unto the Lord, whether it be of men or beasts, shall be thine: nevertheless the firstborn of man shalt thou surely redeem, and the firstling of unclean beasts shalt thou redeem.
296	Mosaic	Numbers	4	18	17		False	False	False	False	False	False	False	But the firstling of a cow, or the firstling of a sheep, or the firstling of a goat, thou shalt not redeem; they are holy: thou shalt sprinkle their blood upon the altar, and shalt burn their fat for an offering made by fire, for a sweet savour unto the Lord.
297	Mosaic	Numbers	4	18	23		False	False	False	False	False	False	False	But the Levites shall do the service of the tabernacle of the congregation, and they shall bear their iniquity: it shall be a statute for ever throughout your generations, that among the children of Israel they have no inheritance.
298	Mosaic	Numbers	4	18	24		False	False	False	False	False	False	False	But the tithes of the children of Israel, which they offer as an heave offering unto the Lord, I have given to the Levites to inherit: therefore I have said unto them, Among the children of Israel they shall have no inheritance.
299	Mosaic	Numbers	4	18	26		False	False	False	False	False	False	False	Thus speak unto the Levites, and say unto them, When ye take of the children of Israel the tithes which I have given you from them for your inheritance, then ye shall offer up an heave offering of it for the Lord, even a tenth part of the tithe.
300	Mosaic	Numbers	4	19	9		False	False	False	False	False	False	False	And a man that is clean shall gather up the ashes of the heifer, and lay them up without the camp in a clean place, and it shall be kept for the congregation of the children of Israel for a water of separation: it is a purification for sin.
301	Mosaic	Numbers	4	19	14		False	False	False	False	False	False	False	This is the law, when a man dieth in a tent: all that come into the tent, and all that is in the tent, shall be unclean seven days.
302	Mosaic	Numbers	4	19	21		False	False	False	False	False	False	False	And it shall be a perpetual statute unto them, that he that sprinkleth the water of separation shall wash his clothes; and he that toucheth the water of separation shall be unclean until even.
303	Mosaic	Numbers	4	27	8		False	False	False	False	False	False	False	And thou shalt speak unto the children of Israel, saying, If a man die, and have no son, then ye shall cause his inheritance to pass unto his daughter.
304	Mosaic	Numbers	4	28	3		False	False	False	False	False	False	False	And thou shalt say unto them, This is the offering made by fire which ye shall offer unto the Lord; two lambs of the first year without spot day by day, for a continual burnt offering.
305	Mosaic	Numbers	4	28	9	10	False	False	False	False	False	False	False	And on the sabbath day two lambs of the first year without spot, and two tenth deals of flour for a meat offering, mingled with oil, and the drink offering thereof: This is the burnt offering of every sabbath, beside the continual burnt offering, and his drink offering.
306	Mosaic	Numbers	4	28	11	15	False	False	False	False	False	False	False	And in the beginnings of your months ye shall offer a burnt offering unto the Lord; two young bullocks, and one ram, seven lambs of the first year without spot; And three tenth deals of flour for a meat offering, mingled with oil, for one bullock; and two tenth deals of flour for a meat offering, mingled with oil, for one ram; And a several tenth deal of flour mingled with oil for a meat offering unto one lamb; for a burnt offering of a sweet savour, a sacrifice made by fire unto the Lord. And their drink offerings shall be half an hin of wine unto a bullock, and the third part of an hin unto a ram, and a fourth part of an hin unto a lamb: this is the burnt offering of every month throughout the months of the year. And one kid of the goats for a sin offering unto the Lord shall be offered, beside the continual burnt offering, and his drink offering.
307	Mosaic	Numbers	4	28	19		False	False	False	False	False	False	False	But ye shall offer a sacrifice made by fire for a burnt offering unto the Lord; two young bullocks, and one ram, and seven lambs of the first year: they shall be unto you without blemish:
308	Mosaic	Numbers	4	28	26		False	False	False	False	False	False	False	Also in the day of the firstfruits, when ye bring a new meat offering unto the Lord, after your weeks be out, ye shall have an holy convocation; ye shall do no servile work:
309	Mosaic	Numbers	4	29	1		False	False	False	False	False	False	False	And in the seventh month, on the first day of the month, ye shall have an holy convocation; ye shall do no servile work: it is a day of blowing the trumpets unto you.
310	Mosaic	Numbers	4	29	2		False	False	False	False	False	False	False	And ye shall offer a burnt offering for a sweet savour unto the Lord; one young bullock, one ram, and seven lambs of the first year without blemish:
311	Mosaic	Numbers	4	29	8		False	False	False	False	False	False	False	But ye shall offer a burnt offering unto the Lord for a sweet savour; one young bullock, one ram, and seven lambs of the first year; they shall be unto you without blemish:
312	Mosaic	Numbers	4	29	13		False	False	False	False	False	False	False	And ye shall offer a burnt offering, a sacrifice made by fire, of a sweet savour unto the Lord; thirteen young bullocks, two rams, and fourteen lambs of the first year; they shall be without blemish:
313	Mosaic	Numbers	4	29	35		False	False	False	False	False	False	False	On the eighth day ye shall have a solemn assembly: ye shall do no servile work therein:
314	Mosaic	Numbers	4	30	2		False	False	False	False	False	False	False	If a man vow a vow unto the Lord, or swear an oath to bind his soul with a bond; he shall not break his word, he shall do according to all that proceedeth out of his mouth.
315	Mosaic	Numbers	4	35	2		False	False	False	False	False	False	False	Command the children of Israel, that they give unto the Levites of the inheritance of their possession cities to dwell in; and ye shall give also unto the Levites suburbs for the cities round about them.
316	Mosaic	Numbers	4	35	12		False	False	False	False	False	False	False	And they shall be unto you cities for refuge from the avenger; that the manslayer die not, until he stand before the congregation in judgment.
317	Mosaic	Numbers	4	35	25		False	False	False	False	False	False	False	And the congregation shall deliver the slayer out of the hand of the revenger of blood, and the congregation shall restore him to the city of his refuge, whither he was fled: and he shall abide in it unto the death of the high priest, which was anointed with the holy oil.
318	Mosaic	Numbers	4	35	30		False	False	False	False	False	False	False	Whoso killeth any person, the murderer shall be put to death by the mouth of witnesses: but one witness shall not testify against any person to cause him to die.
319	Mosaic	Numbers	4	35	31		False	False	False	False	False	False	False	Moreover ye shall take no satisfaction for the life of a murderer, which is guilty of death: but he shall be surely put to death.
320	Mosaic	Numbers	4	35	32		False	False	False	False	False	False	False	And ye shall take no satisfaction for him that is fled to the city of his refuge, that he should come again to dwell in the land, until the death of the priest.
321	Mosaic	Deuteronomy	5	1	17		False	False	False	False	False	False	False	Ye shall not respect persons in judgment; but ye shall hear the small as well as the great; ye shall not be afraid of the face of man; for the judgment is God's: and the cause that is too hard for you, bring it unto me, and I will hear it.
322	Mosaic	Deuteronomy	5	5	18	22	True	False	False	False	False	False	False	Neither shalt thou commit adultery. Neither shalt thou steal. Neither shalt thou bear false witness against thy neighbour. Neither shalt thou desire thy neighbour's wife, neither shalt thou covet thy neighbour's house, his field, or his manservant, or his maidservant, his ox, or his ass, or any thing that is thy neighbour's. These words the Lord spake unto all your assembly in the mount out of the midst of the fire, of the cloud, and of the thick darkness, with a great voice: and he added no more. And he wrote them in two tables of stone, and delivered them unto me.
323	Mosaic	Deuteronomy	5	6	4		False	False	False	False	False	False	False	Hear, O Israel: The Lord our God is one Lord:
324	Mosaic	Deuteronomy	5	6	5		False	False	False	False	False	False	False	And thou shalt love the Lord thy God with all thine heart, and with all thy soul, and with all thy might.
325	Mosaic	Deuteronomy	5	6	7		False	False	False	False	False	False	False	And thou shalt teach them diligently unto thy children, and shalt talk of them when thou sittest in thine house, and when thou walkest by the way, and when thou liest down, and when thou risest up.
326	Mosaic	Deuteronomy	5	6	8		False	False	False	False	False	False	False	And thou shalt bind them for a sign upon thine hand, and they shall be as frontlets between thine eyes.
327	Mosaic	Deuteronomy	5	6	9		False	False	False	False	False	False	False	And thou shalt write them upon the posts of thy house, and on thy gates.
328	Mosaic	Deuteronomy	5	6	16		False	False	False	False	False	False	False	Ye shall not tempt the Lord your God, as ye tempted him in Massah.
329	Mosaic	Deuteronomy	5	7	2		False	False	False	False	False	False	False	And when the Lord thy God shall deliver them before thee; thou shalt smite them, and utterly destroy them; thou shalt make no covenant with them, nor shew mercy unto them:
330	Mosaic	Deuteronomy	5	7	3		False	False	False	False	False	False	False	Neither shalt thou make marriages with them; thy daughter thou shalt not give unto his son, nor his daughter shalt thou take unto thy son.
331	Mosaic	Deuteronomy	5	7	25		False	False	False	False	False	False	False	The graven images of their gods shall ye burn with fire: thou shalt not desire the silver or gold that is on them, nor take it unto thee, lest thou be snared therein: for it is an abomination to the Lord thy God.
332	Mosaic	Deuteronomy	5	7	26		False	False	False	False	False	False	False	Neither shalt thou bring an abomination into thine house, lest thou be a cursed thing like it: but thou shalt utterly detest it, and thou shalt utterly abhor it; for it is a cursed thing.
333	Mosaic	Deuteronomy	5	8	10		False	False	False	False	False	False	False	When thou hast eaten and art full, then thou shalt bless the Lord thy God for the good land which he hath given thee.
334	Mosaic	Deuteronomy	5	10	19		False	False	False	False	False	False	False	Love ye therefore the stranger: for ye were strangers in the land of Egypt.
335	Mosaic	Deuteronomy	5	10	20		False	False	False	False	False	False	False	Thou shalt fear the Lord thy God; him shalt thou serve, and to him shalt thou cleave, and swear by his name.
336	Mosaic	Deuteronomy	5	12	2		False	False	False	False	False	False	False	Ye shall utterly destroy all the places, wherein the nations which ye shall possess served their gods, upon the high mountains, and upon the hills, and under every green tree:
337	Mosaic	Deuteronomy	5	12	4		False	False	False	False	False	False	False	Ye shall not do so unto the Lord your God.
338	Mosaic	Deuteronomy	5	12	5	6	False	False	False	False	False	False	False	But unto the place which the Lord your God shall choose out of all your tribes to put his name there, even unto his habitation shall ye seek, and thither thou shalt come: And thither ye shall bring your burnt offerings, and your sacrifices, and your tithes, and heave offerings of your hand, and your vows, and your freewill offerings, and the firstlings of your herds and of your flocks:
339	Mosaic	Deuteronomy	5	12	11		False	False	False	False	False	False	False	Then there shall be a place which the Lord your God shall choose to cause his name to dwell there; thither shall ye bring all that I command you; your burnt offerings, and your sacrifices, your tithes, and the heave offering of your hand, and all your choice vows which ye vow unto the Lord:
340	Mosaic	Deuteronomy	5	12	13		False	False	False	False	False	False	False	Take heed to thyself that thou offer not thy burnt offerings in every place that thou seest:
341	Mosaic	Deuteronomy	5	12	15		False	False	False	False	False	False	False	Notwithstanding thou mayest kill and eat flesh in all thy gates, whatsoever thy soul lusteth after, according to the blessing of the Lord thy God which he hath given thee: the unclean and the clean may eat thereof, as of the roebuck, and as of the hart.
342	Mosaic	Deuteronomy	5	12	17		False	False	False	False	False	False	False	Thou mayest not eat within thy gates the tithe of thy corn, or of thy wine, or of thy oil, or the firstlings of thy herds or of thy flock, nor any of thy vows which thou vowest, nor thy freewill offerings, or heave offering of thine hand:
343	Mosaic	Deuteronomy	5	12	19		False	False	False	False	False	False	False	Take heed to thyself that thou forsake not the Levite as long as thou livest upon the earth.
344	Mosaic	Deuteronomy	5	12	21		False	False	False	False	False	False	False	If the place which the Lord thy God hath chosen to put his name there be too far from thee, then thou shalt kill of thy herd and of thy flock, which the Lord hath given thee, as I have commanded thee, and thou shalt eat in thy gates whatsoever thy soul lusteth after.
345	Mosaic	Deuteronomy	5	12	23		False	False	False	False	False	False	False	Only be sure that thou eat not the blood: for the blood is the life; and thou mayest not eat the life with the flesh.
346	Mosaic	Deuteronomy	5	12	26		False	False	False	False	False	False	False	Only thy holy things which thou hast, and thy vows, thou shalt take, and go unto the place which the Lord shall choose:
347	Mosaic	Deuteronomy	5	12	32		False	False	False	False	False	False	False	What thing soever I command you, observe to do it: thou shalt not add thereto, nor diminish from it.
348	Mosaic	Deuteronomy	5	13	4		False	False	False	False	False	False	False	Ye shall walk after the Lord your God, and fear him, and keep his commandments, and obey his voice, and ye shall serve him, and cleave unto him.
349	Mosaic	Deuteronomy	5	13	8		False	False	False	False	False	False	False	Thou shalt not consent unto him, nor hearken unto him; neither shall thine eye pity him, neither shalt thou spare, neither shalt thou conceal him:
350	Mosaic	Deuteronomy	5	13	11		False	False	False	False	False	False	False	And all Israel shall hear, and fear, and shall do no more any such wickedness as this is among you.
351	Mosaic	Deuteronomy	5	13	15		False	False	False	False	False	False	False	Thou shalt surely smite the inhabitants of that city with the edge of the sword, destroying it utterly, and all that is therein, and the cattle thereof, with the edge of the sword.
352	Mosaic	Deuteronomy	5	13	16		False	False	False	False	False	False	False	And thou shalt gather all the spoil of it into the midst of the street thereof, and shalt burn with fire the city, and all the spoil thereof every whit, for the Lord thy God: and it shall be an heap for ever; it shall not be built again.
353	Mosaic	Deuteronomy	5	13	17		False	False	False	False	False	False	False	And there shall cleave nought of the cursed thing to thine hand: that the Lord may turn from the fierceness of his anger, and shew thee mercy, and have compassion upon thee, and multiply thee, as he hath sworn unto thy fathers;
354	Mosaic	Deuteronomy	5	14	1		False	False	False	False	False	False	False	Ye are the children of the Lord your God: ye shall not cut yourselves, nor make any baldness between your eyes for the dead.
355	Mosaic	Deuteronomy	5	14	3		False	False	False	False	False	False	False	Thou shalt not eat any abominable thing.
356	Mosaic	Deuteronomy	5	14	11		False	False	False	False	False	False	False	Of all clean birds ye shall eat.
357	Mosaic	Deuteronomy	5	14	19		False	False	False	False	False	False	False	And every creeping thing that flieth is unclean unto you: they shall not be eaten.
358	Mosaic	Deuteronomy	5	14	21		False	False	False	False	False	False	False	Ye shall not eat of any thing that dieth of itself: thou shalt give it unto the stranger that is in thy gates, that he may eat it; or thou mayest sell it unto an alien: for thou art an holy people unto the Lord thy God. Thou shalt not seethe a kid in his mother's milk.
359	Mosaic	Deuteronomy	5	14	22		False	False	False	False	False	False	False	Thou shalt truly tithe all the increase of thy seed, that the field bringeth forth year by year.
360	Mosaic	Deuteronomy	5	14	28		False	False	False	False	False	False	False	At the end of three years thou shalt bring forth all the tithe of thine increase the same year, and shalt lay it up within thy gates:
361	Mosaic	Deuteronomy	5	15	2		False	False	False	False	False	False	False	And this is the manner of the release: Every creditor that lendeth ought unto his neighbour shall release it; he shall not exact it of his neighbour, or of his brother; because it is called the Lord'S release.
362	Mosaic	Deuteronomy	5	15	3		False	False	False	False	False	False	False	Of a foreigner thou mayest exact it again: but that which is thine with thy brother thine hand shall release;
363	Mosaic	Deuteronomy	5	15	7		False	False	False	False	False	False	False	If there be among you a poor man of one of thy brethren within any of thy gates in thy land which the Lord thy God giveth thee, thou shalt not harden thine heart, nor shut thine hand from thy poor brother:
364	Mosaic	Deuteronomy	5	15	9		False	False	False	False	False	False	False	Beware that there be not a thought in thy wicked heart, saying, The seventh year, the year of release, is at hand; and thine eye be evil against thy poor brother, and thou givest him nought; and he cry unto the Lord against thee, and it be sin unto thee.
365	Mosaic	Deuteronomy	5	15	11		False	False	False	False	False	False	False	For the poor shall never cease out of the land: therefore I command thee, saying, Thou shalt open thine hand wide unto thy brother, to thy poor, and to thy needy, in thy land.
366	Mosaic	Deuteronomy	5	15	13		False	False	False	False	False	False	False	And when thou sendest him out free from thee, thou shalt not let him go away empty:
367	Mosaic	Deuteronomy	5	15	14		False	False	False	False	False	False	False	Thou shalt furnish him liberally out of thy flock, and out of thy floor, and out of thy winepress: of that wherewith the Lord thy God hath blessed thee thou shalt give unto him.
